model,layer,target_class,control,gain,target_marker_rate,other_marker_rate,mean_generated_chars,rows
distilgpt2,4,question,target,0.75,0.0,0.08333333333333333,28.125,24
distilgpt2,4,question,target,1.5,0.0,0.0,19.25,24
distilgpt2,4,question,target,3.0,0.0,0.0,23.958333333333332,24
distilgpt2,4,question,wrong_class,0.75,0.0,0.0,105.0,24
distilgpt2,4,question,wrong_class,1.5,0.0,0.0,106.54166666666667,24
distilgpt2,4,question,wrong_class,3.0,0.0,0.041666666666666664,78.41666666666667,24
distilgpt2,4,tense_shift,negative_target,0.75,0.0,0.0,82.83333333333333,24
distilgpt2,4,tense_shift,negative_target,1.5,0.0,0.041666666666666664,81.83333333333333,24
distilgpt2,4,tense_shift,negative_target,3.0,0.0,0.041666666666666664,47.375,24
distilgpt2,4,tense_shift,none,0.0,0.0,0.0,93.95833333333333,24
distilgpt2,4,tense_shift,random_norm,0.75,0.0,0.0,102.33333333333333,24
distilgpt2,4,tense_shift,random_norm,1.5,0.0,0.041666666666666664,90.75,24
distilgpt2,4,tense_shift,random_norm,3.0,0.0,0.08333333333333333,66.29166666666667,24
distilgpt2,4,tense_shift,target,0.75,0.0,0.0,108.5,24
distilgpt2,4,tense_shift,target,1.5,0.0,0.0,106.20833333333333,24
distilgpt2,4,tense_shift,target,3.0,0.0,0.0,94.04166666666667,24
distilgpt2,4,tense_shift,wrong_class,0.75,0.0,0.041666666666666664,86.25,24
distilgpt2,4,tense_shift,wrong_class,1.5,0.0,0.0,77.33333333333333,24
distilgpt2,4,tense_shift,wrong_class,3.0,0.0,0.08333333333333333,53.791666666666664,24
distilgpt2,5,modality,negative_target,0.75,0.0,0.0,103.625,24
distilgpt2,5,modality,negative_target,1.5,0.0,0.0,100.08333333333333,24
distilgpt2,5,modality,negative_target,3.0,0.0,0.041666666666666664,97.41666666666667,24
distilgpt2,5,modality,none,0.0,0.0,0.0,93.95833333333333,24
distilgpt2,5,modality,random_norm,0.75,0.0,0.0,93.16666666666667,24
distilgpt2,5,modality,random_norm,1.5,0.0,0.0,104.0,24
distilgpt2,5,modality,random_norm,3.0,0.0,0.0,91.41666666666667,24
distilgpt2,5,modality,target,0.75,0.0,0.0,94.29166666666667,24
distilgpt2,5,modality,target,1.5,0.0,0.0,87.91666666666667,24
distilgpt2,5,modality,target,3.0,0.0,0.041666666666666664,83.875,24
distilgpt2,5,modality,wrong_class,0.75,0.0,0.0,90.125,24
distilgpt2,5,modality,wrong_class,1.5,0.0,0.0,83.16666666666667,24
distilgpt2,5,modality,wrong_class,3.0,0.0,0.0,56.708333333333336,24
distilgpt2,5,negation,negative_target,0.75,0.0,0.0,103.625,24
distilgpt2,5,negation,negative_target,1.5,0.0,0.0,103.83333333333333,24
distilgpt2,5,negation,negative_target,3.0,0.0,0.0,102.66666666666667,24
distilgpt2,5,negation,none,0.0,0.0,0.0,93.95833333333333,24
distilgpt2,5,negation,random_norm,0.75,0.0,0.0,93.79166666666667,24
distilgpt2,5,negation,random_norm,1.5,0.0,0.041666666666666664,89.95833333333333,24
distilgpt2,5,negation,random_norm,3.0,0.0,0.0,102.16666666666667,24
distilgpt2,5,negation,target,0.75,0.0,0.0,93.58333333333333,24
distilgpt2,5,negation,target,1.5,0.0,0.0,91.0,24
distilgpt2,5,negation,target,3.0,0.0,0.0,87.625,24
distilgpt2,5,negation,wrong_class,0.75,0.0,0.0,93.75,24
distilgpt2,5,negation,wrong_class,1.5,0.0,0.0,73.66666666666667,24
distilgpt2,5,negation,wrong_class,3.0,0.0,0.0,58.291666666666664,24
distilgpt2,5,question,negative_target,0.75,0.0,0.0,106.08333333333333,24
distilgpt2,5,question,negative_target,1.5,0.041666666666666664,0.041666666666666664,105.66666666666667,24
distilgpt2,5,question,negative_target,3.0,0.041666666666666664,0.041666666666666664,109.375,24
distilgpt2,5,question,none,0.0,0.0,0.0,93.95833333333333,24
distilgpt2,5,question,random_norm,0.75,0.0,0.0,82.625,24
distilgpt2,5,question,random_norm,1.5,0.041666666666666664,0.041666666666666664,87.41666666666667,24
distilgpt2,5,question,random_norm,3.0,0.08333333333333333,0.125,94.08333333333333,24
distilgpt2,5,question,target,0.75,0.0,0.0,89.125,24
distilgpt2,5,question,target,1.5,0.0,0.0,63.25,24
distilgpt2,5,question,target,3.0,0.0,0.0,5.208333333333333,24
distilgpt2,5,question,wrong_class,0.75,0.0,0.0,93.58333333333333,24
distilgpt2,5,question,wrong_class,1.5,0.0,0.0,90.25,24
distilgpt2,5,question,wrong_class,3.0,0.0,0.0,86.75,24
distilgpt2,5,tense_shift,negative_target,0.75,0.0,0.0,103.625,24
distilgpt2,5,tense_shift,negative_target,1.5,0.0,0.0,103.79166666666667,24
distilgpt2,5,tense_shift,negative_target,3.0,0.0,0.0,103.79166666666667,24
distilgpt2,5,tense_shift,none,0.0,0.0,0.0,93.95833333333333,24
distilgpt2,5,tense_shift,random_norm,0.75,0.0,0.0,97.70833333333333,24
distilgpt2,5,tense_shift,random_norm,1.5,0.0,0.0,99.16666666666667,24
distilgpt2,5,tense_shift,random_norm,3.0,0.0,0.0,100.66666666666667,24
distilgpt2,5,tense_shift,target,0.75,0.0,0.0,90.0,24
distilgpt2,5,tense_shift,target,1.5,0.0,0.0,89.125,24
distilgpt2,5,tense_shift,target,3.0,0.0,0.0,78.625,24
distilgpt2,5,tense_shift,wrong_class,0.75,0.0,0.0,92.83333333333333,24
distilgpt2,5,tense_shift,wrong_class,1.5,0.0,0.0,82.91666666666667,24
distilgpt2,5,tense_shift,wrong_class,3.0,0.0,0.041666666666666664,62.958333333333336,24
gpt2,4,modality,negative_target,0.75,0.0,0.08333333333333333,118.33333333333333,24
gpt2,4,modality,negative_target,1.5,0.0,0.08333333333333333,119.625,24
gpt2,4,modality,negative_target,3.0,0.0,0.08333333333333333,119.08333333333333,24
gpt2,4,modality,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,4,modality,random_norm,0.75,0.0,0.041666666666666664,118.75,24
gpt2,4,modality,random_norm,1.5,0.0,0.041666666666666664,118.29166666666667,24
gpt2,4,modality,random_norm,3.0,0.0,0.08333333333333333,118.08333333333333,24
gpt2,4,modality,target,0.75,0.0,0.0,117.5,24
gpt2,4,modality,target,1.5,0.0,0.0,117.25,24
gpt2,4,modality,target,3.0,0.0,0.041666666666666664,116.45833333333333,24
gpt2,4,modality,wrong_class,0.75,0.0,0.5,116.58333333333333,24
gpt2,4,modality,wrong_class,1.5,0.0,0.2916666666666667,105.25,24
gpt2,4,modality,wrong_class,3.0,0.0,0.041666666666666664,74.70833333333333,24
gpt2,4,negation,negative_target,0.75,0.0,0.08333333333333333,118.75,24
gpt2,4,negation,negative_target,1.5,0.0,0.08333333333333333,119.29166666666667,24
gpt2,4,negation,negative_target,3.0,0.041666666666666664,0.20833333333333334,109.20833333333333,24
gpt2,4,negation,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,4,negation,random_norm,0.75,0.0,0.041666666666666664,118.0,24
gpt2,4,negation,random_norm,1.5,0.0,0.041666666666666664,117.45833333333333,24
gpt2,4,negation,random_norm,3.0,0.0,0.08333333333333333,116.625,24
gpt2,4,negation,target,0.75,0.0,0.08333333333333333,117.29166666666667,24
gpt2,4,negation,target,1.5,0.0,0.08333333333333333,117.33333333333333,24
gpt2,4,negation,target,3.0,0.041666666666666664,0.16666666666666666,118.41666666666667,24
gpt2,4,negation,wrong_class,0.75,0.0,0.375,116.79166666666667,24
gpt2,4,negation,wrong_class,1.5,0.0,0.16666666666666666,112.29166666666667,24
gpt2,4,negation,wrong_class,3.0,0.0,0.041666666666666664,78.83333333333333,24
gpt2,4,question,negative_target,0.75,0.125,0.125,118.875,24
gpt2,4,question,negative_target,1.5,0.3333333333333333,0.4166666666666667,96.16666666666667,24
gpt2,4,question,negative_target,3.0,0.0,0.0,40.125,24
gpt2,4,question,none,0.0,0.041666666666666664,0.041666666666666664,118.04166666666667,24
gpt2,4,question,random_norm,0.75,0.08333333333333333,0.08333333333333333,118.04166666666667,24
gpt2,4,question,random_norm,1.5,0.25,0.25,90.625,24
gpt2,4,question,random_norm,3.0,0.0,0.041666666666666664,68.91666666666667,24
gpt2,4,question,target,0.75,0.9583333333333334,0.20833333333333334,115.83333333333333,24
gpt2,4,question,target,1.5,0.4166666666666667,0.0,96.16666666666667,24
gpt2,4,question,target,3.0,0.0,0.0,26.083333333333332,24
gpt2,4,question,wrong_class,0.75,0.0,0.0,117.5,24
gpt2,4,question,wrong_class,1.5,0.0,0.0,117.5,24
gpt2,4,question,wrong_class,3.0,0.041666666666666664,0.08333333333333333,116.33333333333333,24
gpt2,4,tense_shift,negative_target,0.75,0.0,0.08333333333333333,118.25,24
gpt2,4,tense_shift,negative_target,1.5,0.0,0.08333333333333333,119.08333333333333,24
gpt2,4,tense_shift,negative_target,3.0,0.0,0.08333333333333333,118.875,24
gpt2,4,tense_shift,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,4,tense_shift,random_norm,0.75,0.0,0.08333333333333333,117.95833333333333,24
gpt2,4,tense_shift,random_norm,1.5,0.0,0.08333333333333333,118.125,24
gpt2,4,tense_shift,random_norm,3.0,0.0,0.08333333333333333,118.45833333333333,24
gpt2,4,tense_shift,target,0.75,0.0,0.0,118.125,24
gpt2,4,tense_shift,target,1.5,0.0,0.0,118.04166666666667,24
gpt2,4,tense_shift,target,3.0,0.0,0.08333333333333333,117.58333333333333,24
gpt2,4,tense_shift,wrong_class,0.75,0.0,0.3333333333333333,116.875,24
gpt2,4,tense_shift,wrong_class,1.5,0.0,0.041666666666666664,107.375,24
gpt2,4,tense_shift,wrong_class,3.0,0.0,0.08333333333333333,85.5,24
gpt2,8,modality,negative_target,0.75,0.0,0.041666666666666664,118.20833333333333,24
gpt2,8,modality,negative_target,1.5,0.0,0.08333333333333333,118.5,24
gpt2,8,modality,negative_target,3.0,0.0,0.20833333333333334,118.79166666666667,24
gpt2,8,modality,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,8,modality,random_norm,0.75,0.0,0.08333333333333333,117.83333333333333,24
gpt2,8,modality,random_norm,1.5,0.0,0.041666666666666664,118.25,24
gpt2,8,modality,random_norm,3.0,0.0,0.125,121.625,24
gpt2,8,modality,target,0.75,0.0,0.041666666666666664,118.29166666666667,24
gpt2,8,modality,target,1.5,0.0,0.041666666666666664,118.29166666666667,24
gpt2,8,modality,target,3.0,0.0,0.16666666666666666,110.83333333333333,24
gpt2,8,modality,wrong_class,0.75,0.0,0.041666666666666664,118.20833333333333,24
gpt2,8,modality,wrong_class,1.5,0.0,0.0,94.91666666666667,24
gpt2,8,modality,wrong_class,3.0,0.0,0.16666666666666666,97.54166666666667,24
gpt2,8,negation,negative_target,0.75,0.0,0.08333333333333333,118.0,24
gpt2,8,negation,negative_target,1.5,0.0,0.16666666666666666,120.20833333333333,24
gpt2,8,negation,negative_target,3.0,0.0,0.2916666666666667,120.875,24
gpt2,8,negation,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,8,negation,random_norm,0.75,0.0,0.041666666666666664,118.75,24
gpt2,8,negation,random_norm,1.5,0.0,0.08333333333333333,117.125,24
gpt2,8,negation,random_norm,3.0,0.0,0.25,122.04166666666667,24
gpt2,8,negation,target,0.75,0.0,0.041666666666666664,119.20833333333333,24
gpt2,8,negation,target,1.5,0.0,0.125,119.29166666666667,24
gpt2,8,negation,target,3.0,0.08333333333333333,0.4166666666666667,110.16666666666667,24
gpt2,8,negation,wrong_class,0.75,0.0,0.08333333333333333,116.70833333333333,24
gpt2,8,negation,wrong_class,1.5,0.0,0.08333333333333333,91.83333333333333,24
gpt2,8,negation,wrong_class,3.0,0.0,0.08333333333333333,99.45833333333333,24
gpt2,8,question,negative_target,0.75,0.2916666666666667,0.2916666666666667,120.45833333333333,24
gpt2,8,question,negative_target,1.5,0.5,0.5416666666666666,131.45833333333334,24
gpt2,8,question,negative_target,3.0,0.0,0.0,98.5,24
gpt2,8,question,none,0.0,0.041666666666666664,0.041666666666666664,118.04166666666667,24
gpt2,8,question,random_norm,0.75,0.08333333333333333,0.08333333333333333,117.70833333333333,24
gpt2,8,question,random_norm,1.5,0.3333333333333333,0.3333333333333333,102.75,24
gpt2,8,question,random_norm,3.0,0.0,0.0,71.125,24
gpt2,8,question,target,0.75,0.041666666666666664,0.041666666666666664,116.75,24
gpt2,8,question,target,1.5,0.041666666666666664,0.041666666666666664,60.625,24
gpt2,8,question,target,3.0,0.0,0.0,81.66666666666667,24
gpt2,8,question,wrong_class,0.75,0.08333333333333333,0.08333333333333333,118.58333333333333,24
gpt2,8,question,wrong_class,1.5,0.08333333333333333,0.08333333333333333,119.04166666666667,24
gpt2,8,question,wrong_class,3.0,0.20833333333333334,0.08333333333333333,106.0,24
gpt2,8,tense_shift,negative_target,0.75,0.0,0.0,118.75,24
gpt2,8,tense_shift,negative_target,1.5,0.0,0.0,119.04166666666667,24
gpt2,8,tense_shift,negative_target,3.0,0.041666666666666664,0.08333333333333333,123.95833333333333,24
gpt2,8,tense_shift,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,8,tense_shift,random_norm,0.75,0.0,0.041666666666666664,118.375,24
gpt2,8,tense_shift,random_norm,1.5,0.0,0.041666666666666664,118.79166666666667,24
gpt2,8,tense_shift,random_norm,3.0,0.0,0.041666666666666664,116.125,24
gpt2,8,tense_shift,target,0.75,0.0,0.125,117.875,24
gpt2,8,tense_shift,target,1.5,0.0,0.125,118.70833333333333,24
gpt2,8,tense_shift,target,3.0,0.0,0.0,114.33333333333333,24
gpt2,8,tense_shift,wrong_class,0.75,0.0,0.041666666666666664,118.08333333333333,24
gpt2,8,tense_shift,wrong_class,1.5,0.0,0.125,97.16666666666667,24
gpt2,8,tense_shift,wrong_class,3.0,0.0,0.16666666666666666,100.5,24
gpt2,11,modality,negative_target,0.75,0.0,0.0,118.125,24
gpt2,11,modality,negative_target,1.5,0.0,0.0,117.83333333333333,24
gpt2,11,modality,negative_target,3.0,0.0,0.0,117.45833333333333,24
gpt2,11,modality,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,11,modality,random_norm,0.75,0.0,0.041666666666666664,117.875,24
gpt2,11,modality,random_norm,1.5,0.0,0.041666666666666664,117.79166666666667,24
gpt2,11,modality,random_norm,3.0,0.0,0.16666666666666666,118.29166666666667,24
gpt2,11,modality,target,0.75,0.0,0.125,118.29166666666667,24
gpt2,11,modality,target,1.5,0.0,0.125,118.625,24
gpt2,11,modality,target,3.0,0.0,0.125,118.91666666666667,24
gpt2,11,modality,wrong_class,0.75,0.0,0.08333333333333333,118.625,24
gpt2,11,modality,wrong_class,1.5,0.0,0.08333333333333333,115.91666666666667,24
gpt2,11,modality,wrong_class,3.0,0.0,0.08333333333333333,116.0,24
gpt2,11,negation,negative_target,0.75,0.0,0.0,118.16666666666667,24
gpt2,11,negation,negative_target,1.5,0.0,0.0,118.125,24
gpt2,11,negation,negative_target,3.0,0.0,0.0,117.83333333333333,24
gpt2,11,negation,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,11,negation,random_norm,0.75,0.0,0.125,118.16666666666667,24
gpt2,11,negation,random_norm,1.5,0.0,0.0,118.375,24
gpt2,11,negation,random_norm,3.0,0.0,0.041666666666666664,118.54166666666667,24
gpt2,11,negation,target,0.75,0.0,0.125,118.33333333333333,24
gpt2,11,negation,target,1.5,0.0,0.125,118.83333333333333,24
gpt2,11,negation,target,3.0,0.0,0.125,118.5,24
gpt2,11,negation,wrong_class,0.75,0.0,0.08333333333333333,118.45833333333333,24
gpt2,11,negation,wrong_class,1.5,0.0,0.08333333333333333,118.70833333333333,24
gpt2,11,negation,wrong_class,3.0,0.0,0.08333333333333333,118.75,24
gpt2,11,question,negative_target,0.75,0.125,0.125,117.875,24
gpt2,11,question,negative_target,1.5,0.125,0.125,118.625,24
gpt2,11,question,negative_target,3.0,0.125,0.125,116.54166666666667,24
gpt2,11,question,none,0.0,0.041666666666666664,0.041666666666666664,118.04166666666667,24
gpt2,11,question,random_norm,0.75,0.0,0.0,118.79166666666667,24
gpt2,11,question,random_norm,1.5,0.125,0.125,114.25,24
gpt2,11,question,random_norm,3.0,0.20833333333333334,0.20833333333333334,134.91666666666666,24
gpt2,11,question,target,0.75,0.0,0.0,119.33333333333333,24
gpt2,11,question,target,1.5,0.0,0.0,116.33333333333333,24
gpt2,11,question,target,3.0,0.0,0.0,112.45833333333333,24
gpt2,11,question,wrong_class,0.75,0.125,0.125,118.29166666666667,24
gpt2,11,question,wrong_class,1.5,0.125,0.125,118.54166666666667,24
gpt2,11,question,wrong_class,3.0,0.125,0.125,118.54166666666667,24
gpt2,11,tense_shift,negative_target,0.75,0.0,0.041666666666666664,117.91666666666667,24
gpt2,11,tense_shift,negative_target,1.5,0.0,0.0,117.83333333333333,24
gpt2,11,tense_shift,negative_target,3.0,0.0,0.0,117.375,24
gpt2,11,tense_shift,none,0.0,0.0,0.041666666666666664,118.04166666666667,24
gpt2,11,tense_shift,random_norm,0.75,0.0,0.041666666666666664,117.91666666666667,24
gpt2,11,tense_shift,random_norm,1.5,0.0,0.041666666666666664,117.95833333333333,24
gpt2,11,tense_shift,random_norm,3.0,0.0,0.08333333333333333,118.91666666666667,24
gpt2,11,tense_shift,target,0.75,0.0,0.08333333333333333,118.375,24
gpt2,11,tense_shift,target,1.5,0.0,0.08333333333333333,118.625,24
gpt2,11,tense_shift,target,3.0,0.0,0.08333333333333333,118.33333333333333,24
gpt2,11,tense_shift,wrong_class,0.75,0.0,0.08333333333333333,118.54166666666667,24
gpt2,11,tense_shift,wrong_class,1.5,0.0,0.08333333333333333,119.04166666666667,24
gpt2,11,tense_shift,wrong_class,3.0,0.0,0.08333333333333333,118.70833333333333,24
