model,scale,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
BAAI/bge-m3,affect,en,78,mean_pool,0.6176641583442688,-0.0856742337346077,-0.5728058815002441,0.1115533858537674
BAAI/bge-m3,affect,en,79,mean_pool,0.6075738668441772,-0.09497787803411484,-0.5645943880081177,0.07858815789222717
BAAI/bge-m3,affect,en,80,mean_pool,0.6321742534637451,-0.13071006536483765,-0.5605769753456116,0.28488725423812866
BAAI/bge-m3,affect,en,81,mean_pool,0.4998822510242462,-0.1438915878534317,-0.5503895282745361,0.08305587619543076
BAAI/bge-m3,affect,en,82,mean_pool,0.6487075090408325,0.03278592601418495,-0.49726125597953796,0.12072183936834335
BAAI/bge-m3,affect,en,83,mean_pool,0.5991907119750977,-0.015240025706589222,-0.5568732619285583,0.06321045756340027
BAAI/bge-m3,affect,en,84,mean_pool,0.6167189478874207,-0.0414828360080719,-0.6136484742164612,0.18584690988063812
BAAI/bge-m3,affect,en,85,mean_pool,0.6513913869857788,-0.1770937144756317,-0.6213073134422302,0.19963166117668152
BAAI/bge-m3,affect,en,86,mean_pool,0.5665754675865173,-0.10752502828836441,-0.5178414583206177,0.19027972221374512
BAAI/bge-m3,affect,en,87,mean_pool,0.5815001130104065,0.05584349110722542,-0.5904743671417236,0.3234267234802246
BAAI/bge-m3,affect,en,88,mean_pool,0.6355482339859009,0.008512693457305431,-0.4933568835258484,0.16388656198978424
BAAI/bge-m3,affect,en,89,mean_pool,0.6006307601928711,-0.14332430064678192,-0.5705210566520691,0.08479347079992294
BAAI/bge-m3,affect,en,90,mean_pool,0.5956790447235107,-0.01689784973859787,-0.5519688725471497,0.1640952229499817
BAAI/bge-m3,affect,en,91,mean_pool,0.5765389204025269,-0.08474773168563843,-0.5605198740959167,0.05984805151820183
BAAI/bge-m3,affect,en,92,mean_pool,0.5356671214103699,-0.045202113687992096,-0.5284503698348999,-0.04993295297026634
BAAI/bge-m3,affect,en,93,mean_pool,0.6269045472145081,-0.06755471974611282,-0.5291674733161926,0.14835689961910248
BAAI/bge-m3,affect,en,94,mean_pool,0.5693945288658142,-0.13453181087970734,-0.5556866526603699,0.21110031008720398
BAAI/bge-m3,affect,en,95,mean_pool,0.5985996127128601,-0.004069057293236256,-0.5921078324317932,0.2473825216293335
BAAI/bge-m3,affect,en,96,mean_pool,0.5980194211006165,-0.1143626794219017,-0.5147273540496826,0.12321934103965759
BAAI/bge-m3,affect,en,97,mean_pool,0.5370660424232483,-0.13582974672317505,-0.5796070694923401,-0.0019195807399228215
BAAI/bge-m3,affect,en,98,mean_pool,0.6272017955780029,-0.11581981927156448,-0.5188553333282471,0.1498565971851349
BAAI/bge-m3,affect,en,99,mean_pool,0.5205088257789612,-0.08146705478429794,-0.6472352147102356,0.322679728269577
BAAI/bge-m3,affect,en,100,mean_pool,0.6560716032981873,-0.0693046897649765,-0.5645686984062195,0.07256093621253967
BAAI/bge-m3,affect,en,101,mean_pool,0.5929951071739197,-0.019123222678899765,-0.5237331986427307,0.05851200222969055
BAAI/bge-m3,affect,en,102,mean_pool,0.6524884104728699,-0.0926332175731659,-0.531404435634613,0.1364801526069641
BAAI/bge-m3,affect,en,103,mean_pool,0.5536677241325378,-0.022547408938407898,-0.5815871953964233,0.18898284435272217
BAAI/bge-m3,affect,en,104,mean_pool,0.6079614162445068,-0.06203572824597359,-0.567916989326477,0.212293803691864
BAAI/bge-m3,affect,en,105,mean_pool,0.5802310109138489,-0.06735456734895706,-0.615299642086029,0.19402019679546356
BAAI/bge-m3,affect,en,106,mean_pool,0.5392665266990662,-0.0566631555557251,-0.47029903531074524,-0.02372603304684162
BAAI/bge-m3,affect,en,107,mean_pool,0.6398897171020508,-0.06482904404401779,-0.5818116068840027,0.09624702483415604
BAAI/bge-m3,affect,en,108,mean_pool,0.6261175870895386,-0.04710390791296959,-0.567819356918335,0.23526376485824585
BAAI/bge-m3,affect,en,109,mean_pool,0.5442046523094177,-0.060166891664266586,-0.5969117879867554,0.1374308168888092
BAAI/bge-m3,affect,en,110,mean_pool,0.40960371494293213,-0.08807170391082764,-0.5797025561332703,-0.1647055298089981
BAAI/bge-m3,affect,en,111,mean_pool,0.5754284262657166,-0.07298432290554047,-0.5235200524330139,0.21975937485694885
BAAI/bge-m3,affect,en,112,mean_pool,0.5945895910263062,0.0999503806233406,-0.5587154626846313,0.3348805904388428
BAAI/bge-m3,affect,en,113,mean_pool,0.6631510257720947,-0.1372581124305725,-0.5953798294067383,0.23134931921958923
BAAI/bge-m3,affect,en,114,mean_pool,0.6044360399246216,0.016847195103764534,-0.5209798812866211,0.19013483822345734
BAAI/bge-m3,affect,en,115,mean_pool,0.6510688066482544,-0.053005967289209366,-0.536094605922699,0.13382084667682648
