train_model,test_model,null_type,n_null,observed_raw_f1,observed_aligned_f1,observed_gain_f1,null_mean_f1,null_std_f1,null_max_f1,null_mean_acc,p_empirical_null_ge_observed,observed_minus_null_mean_f1
roberta-base,distilroberta-base,random_labels,1000,0.4373816645690323,0.6890647576915783,0.2516830931225459,0.1793483324179617,0.08787319449066343,0.5943696063851678,0.195384,0.000999000999000999,0.5097164252736166
roberta-base,distilroberta-base,random_orthogonal,1000,0.4373816645690323,0.6890647576915783,0.2516830931225459,0.08484023886547379,0.029578747290602773,0.2679636716811438,0.19556400000000002,0.000999000999000999,0.6042245188261045
roberta-base,sentence-transformers/all-MiniLM-L6-v2,random_pairing,1000,0.1511502052773171,0.768514878953126,0.6173646736758089,0.13873126069557934,0.06975499226743392,0.4063216565024036,0.19873400000000002,0.000999000999000999,0.6297836182575467
roberta-base,sentence-transformers/all-MiniLM-L6-v2,random_labels,1000,0.1511502052773171,0.768514878953126,0.6173646736758089,0.1710460706156956,0.08353805479592079,0.5507203119075047,0.194416,0.000999000999000999,0.5974688083374304
roberta-base,sentence-transformers/all-MiniLM-L6-v2,random_orthogonal,1000,0.1511502052773171,0.768514878953126,0.6173646736758089,0.10259086053067953,0.04529342261647865,0.26283624282264906,0.19945000000000002,0.000999000999000999,0.6659240184224464
roberta-base,sentence-transformers/all-mpnet-base-v2,random_pairing,1000,0.0931444344334199,0.7804289533123703,0.6872845188789504,0.1437709266678051,0.07725469153753865,0.44465651307756576,0.196762,0.000999000999000999,0.6366580266445652
roberta-base,sentence-transformers/all-mpnet-base-v2,random_labels,1000,0.0931444344334199,0.7804289533123703,0.6872845188789504,0.1726460573079396,0.08701892569497943,0.5321344717694025,0.193844,0.000999000999000999,0.6077828960044307
roberta-base,sentence-transformers/all-mpnet-base-v2,random_orthogonal,1000,0.0931444344334199,0.7804289533123703,0.6872845188789504,0.09522505056099027,0.04292519432132937,0.2999511339558178,0.199358,0.000999000999000999,0.68520390275138
roberta-base,microsoft/deberta-v3-base,random_pairing,1000,0.4771946514454838,0.6276559586876973,0.1504613072422134,0.1534951778180656,0.060949492263820605,0.4174627199451601,0.20086400000000001,0.000999000999000999,0.4741607808696317
roberta-base,microsoft/deberta-v3-base,random_labels,1000,0.4771946514454838,0.6276559586876973,0.1504613072422134,0.18363299302876795,0.07470408030438425,0.5323519409653149,0.19773400000000002,0.000999000999000999,0.44402296565892935
roberta-base,microsoft/deberta-v3-base,random_orthogonal,1000,0.4771946514454838,0.6276559586876973,0.1504613072422134,0.09331604336709924,0.03045639405590358,0.25316270329202106,0.20050600000000002,0.000999000999000999,0.5343399153205981
distilroberta-base,bert-base-uncased,random_pairing,1000,0.336865166243237,0.6137021406068748,0.2768369743636377,0.1579746743299429,0.06575114818644698,0.442820321281712,0.203484,0.000999000999000999,0.4557274662769319
distilroberta-base,bert-base-uncased,random_labels,1000,0.336865166243237,0.6137021406068748,0.2768369743636377,0.17721068217084585,0.07163250624296055,0.5100657614160019,0.19712200000000002,0.000999000999000999,0.43649145843602893
distilroberta-base,bert-base-uncased,random_orthogonal,1000,0.336865166243237,0.6137021406068748,0.2768369743636377,0.11886517034779549,0.043943855591792695,0.3200092854593241,0.201908,0.000999000999000999,0.4948369702590793
distilroberta-base,roberta-base,random_pairing,1000,0.4775905048735896,0.6339397575802788,0.1563492527066891,0.14287751849791533,0.06785803803737558,0.4756681965377618,0.20201600000000003,0.000999000999000999,0.49106223908236346
distilroberta-base,roberta-base,random_labels,1000,0.4775905048735896,0.6339397575802788,0.1563492527066891,0.18318380085006947,0.08745368854023007,0.5518494542320107,0.195194,0.000999000999000999,0.4507559567302093
distilroberta-base,roberta-base,random_orthogonal,1000,0.4775905048735896,0.6339397575802788,0.1563492527066891,0.10151185221324509,0.04562989604244984,0.39858965718412254,0.18984600000000001,0.000999000999000999,0.5324279053670337
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,random_pairing,1000,0.0994744602726311,0.7384064101485334,0.6389319498759022,0.15733563251502872,0.07671863724992373,0.44430923672619366,0.19627400000000003,0.000999000999000999,0.5810707776335047
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,random_labels,1000,0.0994744602726311,0.7384064101485334,0.6389319498759022,0.16915792138058772,0.08014824330645626,0.48003276878241985,0.19401400000000002,0.000999000999000999,0.5692484887679456
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,random_orthogonal,1000,0.0994744602726311,0.7384064101485334,0.6389319498759022,0.14235846945126387,0.06244306361824032,0.388503937007874,0.196374,0.000999000999000999,0.5960479406972695
distilroberta-base,sentence-transformers/all-mpnet-base-v2,random_pairing,1000,0.1983320155126322,0.7550407862758636,0.5567087707632313,0.1523164837964975,0.08234677981040647,0.48537476140678615,0.19054400000000002,0.000999000999000999,0.602724302479366
distilroberta-base,sentence-transformers/all-mpnet-base-v2,random_labels,1000,0.1983320155126322,0.7550407862758636,0.5567087707632313,0.1684222463913993,0.08641209390983934,0.5449230340719966,0.194444,0.000999000999000999,0.5866185398844643
distilroberta-base,sentence-transformers/all-mpnet-base-v2,random_orthogonal,1000,0.1983320155126322,0.7550407862758636,0.5567087707632313,0.1221862625774141,0.05293344103958458,0.38658595348661207,0.201784,0.000999000999000999,0.6328545236984495
distilroberta-base,microsoft/deberta-v3-base,random_pairing,1000,0.1739566244831048,0.6093627565750064,0.4354061320919015,0.1564075314769108,0.06243000814461846,0.4505709650137102,0.201214,0.000999000999000999,0.4529552250980956
distilroberta-base,microsoft/deberta-v3-base,random_labels,1000,0.1739566244831048,0.6093627565750064,0.4354061320919015,0.1839075349313324,0.07548923289175803,0.48626724224466444,0.19662000000000002,0.000999000999000999,0.425455221643674
distilroberta-base,microsoft/deberta-v3-base,random_orthogonal,1000,0.1739566244831048,0.6093627565750064,0.4354061320919015,0.1136037147734388,0.043849662714557106,0.3255836729218024,0.198768,0.000999000999000999,0.4957590418015676
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,random_pairing,1000,0.3490506294462586,0.6806657552611706,0.331615125814912,0.15543112907134873,0.06135445960699259,0.3754238756522265,0.19676,0.000999000999000999,0.5252346261898219
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,random_labels,1000,0.3490506294462586,0.6806657552611706,0.331615125814912,0.179083898998919,0.06656831758287092,0.48683919179612145,0.19668200000000002,0.000999000999000999,0.5015818562622516
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,random_orthogonal,1000,0.3490506294462586,0.6806657552611706,0.331615125814912,0.1295048774728549,0.0439796705514136,0.3023465028933245,0.200964,0.000999000999000999,0.5511608777883157
sentence-transformers/all-MiniLM-L6-v2,roberta-base,random_pairing,1000,0.1254204328464616,0.6085628934661751,0.4831424606197134,0.1398570900627758,0.06768274117220831,0.44003580041481094,0.19956400000000002,0.000999000999000999,0.4687058034033993
sentence-transformers/all-MiniLM-L6-v2,roberta-base,random_labels,1000,0.1254204328464616,0.6085628934661751,0.4831424606197134,0.16262755907435691,0.07529817248191822,0.5077214770657393,0.19805599999999998,0.000999000999000999,0.4459353343918182
sentence-transformers/all-MiniLM-L6-v2,roberta-base,random_orthogonal,1000,0.1254204328464616,0.6085628934661751,0.4831424606197134,0.11874339499742874,0.053160256520641665,0.35891820597702956,0.19948400000000002,0.000999000999000999,0.48981949846874634
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,random_pairing,1000,0.1319834209898403,0.5876716424014757,0.4556882214116354,0.13934814007513904,0.06884238236238928,0.38300129785853343,0.20131200000000002,0.000999000999000999,0.44832350232633666
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,random_labels,1000,0.1319834209898403,0.5876716424014757,0.4556882214116354,0.15929467604632477,0.0761715745220839,0.4569212083282056,0.199262,0.000999000999000999,0.428376966355151
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,random_orthogonal,1000,0.1319834209898403,0.5876716424014757,0.4556882214116354,0.11707505690033736,0.05458759178934784,0.4071202152645516,0.20075400000000002,0.000999000999000999,0.47059658550113836
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,random_pairing,1000,0.2265264356015801,0.7582615545746682,0.5317351189730881,0.16664544653390412,0.08069677277460575,0.4741278428806045,0.20536000000000001,0.000999000999000999,0.591616108040764
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,random_labels,1000,0.2265264356015801,0.7582615545746682,0.5317351189730881,0.18051764800686257,0.08292960137864232,0.6485710615972999,0.19514800000000002,0.000999000999000999,0.5777439065678056
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,random_orthogonal,1000,0.2265264356015801,0.7582615545746682,0.5317351189730881,0.13482515946663665,0.05475785728634858,0.3541851583269123,0.19880399999999998,0.000999000999000999,0.6234363951080315
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,random_pairing,1000,0.1443987312422325,0.7126893132076815,0.5682905819654489,0.1572165230280375,0.06123289550423887,0.45682750856963866,0.200066,0.000999000999000999,0.5554727901796439
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,random_labels,1000,0.1443987312422325,0.7126893132076815,0.5682905819654489,0.173053246312623,0.0663239710732206,0.42919985599014304,0.196548,0.000999000999000999,0.5396360668950585
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,random_orthogonal,1000,0.1443987312422325,0.7126893132076815,0.5682905819654489,0.12591163582691717,0.04740439587950585,0.3318163096770275,0.20072000000000004,0.000999000999000999,0.5867776773807643
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,random_pairing,1000,0.1959279184405885,0.6090215612099256,0.4130936427693371,0.15097770785857506,0.06058802054644682,0.3869681150988412,0.20063,0.000999000999000999,0.4580438533513505
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,random_labels,1000,0.1959279184405885,0.6090215612099256,0.4130936427693371,0.1814082882841473,0.06843285860411172,0.4568952755674821,0.20275400000000002,0.000999000999000999,0.4276132729257783
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,random_orthogonal,1000,0.1959279184405885,0.6090215612099256,0.4130936427693371,0.11979870273547845,0.04509408648708261,0.313355629877369,0.202276,0.000999000999000999,0.48922285847444713
sentence-transformers/all-mpnet-base-v2,roberta-base,random_pairing,1000,0.3084008246165166,0.6122214404465541,0.3038206158300375,0.14129744025932772,0.06973055909734231,0.5987994866381566,0.20109000000000002,0.000999000999000999,0.4709240001872264
sentence-transformers/all-mpnet-base-v2,roberta-base,random_labels,1000,0.3084008246165166,0.6122214404465541,0.3038206158300375,0.16483174818879237,0.07526080498197771,0.4263833493256303,0.199314,0.000999000999000999,0.44738969225776176
sentence-transformers/all-mpnet-base-v2,roberta-base,random_orthogonal,1000,0.3084008246165166,0.6122214404465541,0.3038206158300375,0.11140395708393733,0.0494645064856615,0.3300824410400038,0.19983199999999998,0.000999000999000999,0.5008174833626168
sentence-transformers/all-mpnet-base-v2,distilroberta-base,random_pairing,1000,0.2738993958272756,0.5322147931313219,0.2583153973040463,0.1382102257911428,0.06927844557973474,0.4677479292953916,0.201068,0.000999000999000999,0.3940045673401791
sentence-transformers/all-mpnet-base-v2,distilroberta-base,random_labels,1000,0.2738993958272756,0.5322147931313219,0.2583153973040463,0.15970189429980125,0.0773712921593,0.4566972855683087,0.200078,0.000999000999000999,0.37251289883152067
sentence-transformers/all-mpnet-base-v2,distilroberta-base,random_orthogonal,1000,0.2738993958272756,0.5322147931313219,0.2583153973040463,0.10867013063477747,0.049827602049758904,0.3583854158411831,0.199744,0.000999000999000999,0.42354466249654443
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,random_pairing,1000,0.3468954379673927,0.6681281215989465,0.3212326836315538,0.15699559426441936,0.07160515014072806,0.5042700344279034,0.20430600000000004,0.000999000999000999,0.5111325273345272
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,random_labels,1000,0.3468954379673927,0.6681281215989465,0.3212326836315538,0.18141478959186283,0.07808000600293409,0.5626186292745772,0.198406,0.000999000999000999,0.48671333200708367
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,random_orthogonal,1000,0.3468954379673927,0.6681281215989465,0.3212326836315538,0.12773030998104928,0.052562367946554674,0.3372473883666667,0.198886,0.000999000999000999,0.5403978116178972
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,random_pairing,1000,0.1959718520098091,0.6894125794001844,0.4934407273903752,0.15647775472931202,0.06037328580649317,0.44512579094700433,0.20105,0.000999000999000999,0.5329348246708724
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,random_labels,1000,0.1959718520098091,0.6894125794001844,0.4934407273903752,0.1753111174142548,0.06968054763584641,0.45770162152459737,0.19677,0.000999000999000999,0.5141014619859297
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,random_orthogonal,1000,0.1959718520098091,0.6894125794001844,0.4934407273903752,0.11360991546374317,0.04123696748100552,0.2617854926865767,0.199286,0.000999000999000999,0.5758026639364412
microsoft/deberta-v3-base,bert-base-uncased,random_pairing,1000,0.1028011513794887,0.7613906874812124,0.6585895361017237,0.15440212261047329,0.06626311160034135,0.5004161907100357,0.205666,0.000999000999000999,0.6069885648707392
microsoft/deberta-v3-base,bert-base-uncased,random_labels,1000,0.1028011513794887,0.7613906874812124,0.6585895361017237,0.17511859110927933,0.06882625828472987,0.588675526590349,0.198234,0.000999000999000999,0.5862720963719331
microsoft/deberta-v3-base,bert-base-uncased,random_orthogonal,1000,0.1028011513794887,0.7613906874812124,0.6585895361017237,0.09026099626961619,0.02834110973340006,0.2541454113107656,0.19913999999999998,0.000999000999000999,0.6711296912115963
microsoft/deberta-v3-base,roberta-base,random_pairing,1000,0.4724270980194999,0.6761937112756785,0.2037666132561786,0.13882337211482335,0.06891676221353178,0.40988343623126233,0.203214,0.000999000999000999,0.5373703391608552
microsoft/deberta-v3-base,roberta-base,random_labels,1000,0.4724270980194999,0.6761937112756785,0.2037666132561786,0.16656370798888503,0.07723914183399053,0.4873556621908815,0.19657,0.000999000999000999,0.5096300032867935
microsoft/deberta-v3-base,roberta-base,random_orthogonal,1000,0.4724270980194999,0.6761937112756785,0.2037666132561786,0.08642930281830317,0.03195453728485474,0.3031830172043497,0.19801800000000003,0.000999000999000999,0.5897644084573753
microsoft/deberta-v3-base,distilroberta-base,random_pairing,1000,0.3539226655157761,0.5849340317091299,0.2310113661933537,0.13492482486268995,0.06803523511557137,0.43121464478339266,0.20460199999999998,0.000999000999000999,0.45000920684643997
microsoft/deberta-v3-base,distilroberta-base,random_labels,1000,0.3539226655157761,0.5849340317091299,0.2310113661933537,0.16294796329649822,0.07768933814257291,0.4485236247503737,0.19634400000000005,0.000999000999000999,0.42198606841263175
microsoft/deberta-v3-base,distilroberta-base,random_orthogonal,1000,0.3539226655157761,0.5849340317091299,0.2310113661933537,0.0851138317926954,0.03261381680227483,0.28390683366293124,0.197884,0.000999000999000999,0.49982019991643456
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,random_pairing,1000,0.2227781579523024,0.7730443716277334,0.550266213675431,0.14884224348477312,0.07321236516777208,0.46190577536471283,0.19173600000000002,0.000999000999000999,0.6242021281429603
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,random_labels,1000,0.2227781579523024,0.7730443716277334,0.550266213675431,0.16666871975412142,0.07760175620734698,0.5010156097211433,0.19825,0.000999000999000999,0.606375651873612
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,random_orthogonal,1000,0.2227781579523024,0.7730443716277334,0.550266213675431,0.12881549560820715,0.05288485883142851,0.3723363169469936,0.20335000000000003,0.000999000999000999,0.6442288760195263
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,random_pairing,1000,0.2289937529181781,0.8315592311574014,0.6025654782392232,0.14255278751988643,0.08044797228843859,0.44027344605579366,0.18508800000000003,0.000999000999000999,0.689006443637515
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,random_labels,1000,0.2289937529181781,0.8315592311574014,0.6025654782392232,0.16983917006662244,0.08309909041498213,0.6843051015863236,0.19757,0.000999000999000999,0.661720061090779
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,random_orthogonal,1000,0.2289937529181781,0.8315592311574014,0.6025654782392232,0.09259425473200816,0.03689837001507897,0.2692944700728924,0.20022000000000004,0.000999000999000999,0.7389649764253932
