train_model,test_model,alignment_size,mean_f1,std_f1,mean_acc,observed_full_anchor_f1,observed_raw_f1,mean_gap_to_full_anchor,mean_gain_over_raw,n
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,250,0.5493064830802065,0.042290439399227,0.568,0.6090215612099256,0.1959279184405885,-0.05971507812971912,0.353378564639618,10
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,500,0.5589730134796704,0.019993126195398767,0.5751999999999999,0.6090215612099256,0.1959279184405885,-0.05004854773025512,0.36304509503908194,10
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,1000,0.5565769959183965,0.011175167188099954,0.5744,0.6090215612099256,0.1959279184405885,-0.05244456529152913,0.36064907747780794,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,25,0.3372183076080309,0.10372874644218501,0.4126,0.5322147931313219,0.2738993958272756,-0.19499648552329102,0.06331891178075526,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,50,0.5035004958467327,0.10726757767490869,0.5698000000000001,0.5322147931313219,0.2738993958272756,-0.028714297284589175,0.2296011000194571,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,100,0.5356081456987105,0.059660645208546734,0.5836,0.5322147931313219,0.2738993958272756,0.003393352567388591,0.2617087498714349,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,250,0.5587440983365782,0.04163864604462198,0.6094,0.5322147931313219,0.2738993958272756,0.026529305205256388,0.2848447025093027,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,500,0.5626085743568747,0.017507705597322912,0.6136,0.5322147931313219,0.2738993958272756,0.030393781225552842,0.2887091785295991,10
sentence-transformers/all-mpnet-base-v2,distilroberta-base,1000,0.5535965130074563,0.007158489818636111,0.6002,0.5322147931313219,0.2738993958272756,0.02138171987613432,0.27969711718018064,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,25,0.4530544566107187,0.07422743532893505,0.4726,0.6894125794001844,0.1959718520098091,-0.23635812278946572,0.2570826046009096,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,50,0.623317432893951,0.05952807603946966,0.6324,0.6894125794001844,0.1959718520098091,-0.06609514650623334,0.427345580884142,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,100,0.6374664966994933,0.046178765392923087,0.641,0.6894125794001844,0.1959718520098091,-0.05194608270069114,0.4414946446896842,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,250,0.6537508703507531,0.01995152376917089,0.664,0.6894125794001844,0.1959718520098091,-0.03566170904943141,0.4577790183409439,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,500,0.6609298636527332,0.017045697375925137,0.6682,0.6894125794001844,0.1959718520098091,-0.028482715747451204,0.46495801164292405,10
sentence-transformers/all-mpnet-base-v2,microsoft/deberta-v3-base,1000,0.6619019416969266,0.010990576516191118,0.6648000000000001,0.6894125794001844,0.1959718520098091,-0.02751063770325781,0.46593008968711747,10
sentence-transformers/all-mpnet-base-v2,roberta-base,25,0.35299636407707313,0.12767511742763232,0.41859999999999997,0.6122214404465541,0.3084008246165166,-0.259225076369481,0.044595539460556576,10
sentence-transformers/all-mpnet-base-v2,roberta-base,50,0.5480176508386455,0.09296609984736422,0.5993999999999999,0.6122214404465541,0.3084008246165166,-0.06420378960790862,0.23961682622212893,10
sentence-transformers/all-mpnet-base-v2,roberta-base,100,0.6218608634539468,0.03061406411674441,0.6746000000000001,0.6122214404465541,0.3084008246165166,0.009639423007392667,0.31346003883743023,10
sentence-transformers/all-mpnet-base-v2,roberta-base,250,0.6476495872299404,0.025173593091228026,0.7091999999999999,0.6122214404465541,0.3084008246165166,0.0354281467833862,0.33924876261342374,10
sentence-transformers/all-mpnet-base-v2,roberta-base,500,0.6315027474322464,0.018592084076751295,0.6933999999999999,0.6122214404465541,0.3084008246165166,0.01928130698569236,0.3231019228157299,10
sentence-transformers/all-mpnet-base-v2,roberta-base,1000,0.6436995903588087,0.008289842162759745,0.7064,0.6122214404465541,0.3084008246165166,0.03147814991225466,0.3352987657422922,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,25,0.5384134495198173,0.06722442912448322,0.5898,0.6681281215989465,0.3468954379673927,-0.12971467207912926,0.1915180115524246,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,50,0.6764187449780729,0.08784389974051338,0.7026,0.6681281215989465,0.3468954379673927,0.008290623379126349,0.32952330701068017,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,100,0.6889196143348333,0.05484358409703627,0.7238,0.6681281215989465,0.3468954379673927,0.020791492735886763,0.3420241763674406,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,250,0.6917653483930175,0.01894216775809962,0.7252,0.6681281215989465,0.3468954379673927,0.02363722679407102,0.34486991042562487,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,500,0.695579484365532,0.01815175944095369,0.7316,0.6681281215989465,0.3468954379673927,0.027451362766585496,0.3486840463981393,10
sentence-transformers/all-mpnet-base-v2,sentence-transformers/all-MiniLM-L6-v2,1000,0.6953225746656271,0.0067816962547320924,0.7314,0.6681281215989465,0.3468954379673927,0.027194453066680547,0.3484271366982344,10
