model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
Qwen/Qwen3-Embedding-0.6B,100.0,de,affine,N,7.031248884810626,2.3548382315094663,-42.39314579963684
Qwen/Qwen3-Embedding-0.6B,100.0,de,affine,Q,5.952404310460638,1.4855312987668943,-33.51723152399063
Qwen/Qwen3-Embedding-0.6B,100.0,de,affine,M,5.9932787708095345,1.6306103849501565,-38.97484800219536
Qwen/Qwen3-Embedding-0.6B,100.0,de,affine,T,6.435610794918599,1.632120337733402,-39.617238253355026
Qwen/Qwen3-Embedding-0.6B,100.0,ru,linear,N,7.211947926449106,2.779814759173701,-43.237817615270615
Qwen/Qwen3-Embedding-0.6B,100.0,ru,linear,Q,6.042143101267285,1.6157214597789618,-33.77554130554199
Qwen/Qwen3-Embedding-0.6B,100.0,ru,linear,M,5.744020423000685,1.561714394386186,-37.96566319465637
Qwen/Qwen3-Embedding-0.6B,100.0,ru,linear,T,6.5461243602561705,1.8795865989235605,-39.12319898605347
Qwen/Qwen3-Embedding-0.6B,100.0,ru,affine,N,7.169865866693527,2.774391586565902,-43.44777309894562
Qwen/Qwen3-Embedding-0.6B,100.0,ru,affine,Q,6.022518636357214,1.5626805387757625,-34.164539217948914
Qwen/Qwen3-Embedding-0.6B,100.0,ru,affine,M,5.767864675564668,1.5595557102118727,-38.49184364080429
Qwen/Qwen3-Embedding-0.6B,100.0,ru,affine,T,6.514096652143621,1.796720104969491,-39.48318958282471
Qwen/Qwen3-Embedding-0.6B,100.0,zh,linear,N,7.425504869445192,2.4782837896267074,-45.79086825251579
Qwen/Qwen3-Embedding-0.6B,100.0,zh,linear,Q,6.262515159976957,1.5554689485088875,-38.200817584991455
Qwen/Qwen3-Embedding-0.6B,100.0,zh,linear,M,6.2970265611622445,1.6839838686811293,-42.2126042842865
Qwen/Qwen3-Embedding-0.6B,100.0,zh,linear,T,6.753544135025896,1.871376922293575,-41.08809393644333
Qwen/Qwen3-Embedding-0.6B,100.0,zh,affine,N,7.370791613919115,2.476855896948246,-45.90689706802368
Qwen/Qwen3-Embedding-0.6B,100.0,zh,affine,Q,6.219214315531962,1.4661505546055336,-38.54708069562912
Qwen/Qwen3-Embedding-0.6B,100.0,zh,affine,M,6.30877368123092,1.6824280563244014,-42.70967873930931
Qwen/Qwen3-Embedding-0.6B,100.0,zh,affine,T,6.701433629274078,1.7709052148770226,-41.47288444638252
Qwen/Qwen3-Embedding-0.6B,100.0,ar,linear,N,7.319226747246094,2.653759107865844,-44.7159089744091
Qwen/Qwen3-Embedding-0.6B,100.0,ar,linear,Q,6.026964024521688,1.5073505157341605,-34.605247139930725
Qwen/Qwen3-Embedding-0.6B,100.0,ar,linear,M,6.116531322076505,1.6050392760770866,-39.94256854057312
Qwen/Qwen3-Embedding-0.6B,100.0,ar,linear,T,6.535990160237958,1.8090084354681402,-39.84164845943451
Qwen/Qwen3-Embedding-0.6B,100.0,ar,affine,N,7.295566606058563,2.6668701440771114,-44.88954031467438
Qwen/Qwen3-Embedding-0.6B,100.0,ar,affine,Q,5.9956546641052375,1.4983697857724554,-34.83667027950287
Qwen/Qwen3-Embedding-0.6B,100.0,ar,affine,M,6.124630738983262,1.6062331600470017,-40.28590643405914
Qwen/Qwen3-Embedding-0.6B,100.0,ar,affine,T,6.498682985732865,1.7083870374175367,-40.18708175420761
