model,heldout_language,method,operator,target_cosine,mse,n_test
BAAI/bge-m3,ru,affine,M,0.7991341948509216,0.5396198034286499,160
BAAI/bge-m3,ru,additive,T,0.9027082324028015,0.28734540939331055,160
BAAI/bge-m3,ru,linear,T,0.7009223023159823,0.7832035546641444,160
BAAI/bge-m3,ru,affine,T,0.7311955690383911,0.711052417755127,160
BAAI/bge-m3,zh,additive,N,0.9028300046920776,0.2735157907009125,160
BAAI/bge-m3,zh,linear,N,0.8513927578577697,0.4062933305069791,160
BAAI/bge-m3,zh,affine,N,0.8561792373657227,0.3999142050743103,160
BAAI/bge-m3,zh,additive,Q,0.9333924055099487,0.18957939743995667,160
BAAI/bge-m3,zh,linear,Q,0.896415930722459,0.28733722631125447,160
BAAI/bge-m3,zh,affine,Q,0.8896520733833313,0.3084411919116974,160
BAAI/bge-m3,zh,additive,M,0.9775152206420898,0.06023983284831047,160
BAAI/bge-m3,zh,linear,M,0.9417517482172635,0.15193078677010782,160
BAAI/bge-m3,zh,affine,M,0.9430853724479675,0.14846152067184448,160
BAAI/bge-m3,zh,additive,T,0.9541274905204773,0.12561087310314178,160
BAAI/bge-m3,zh,linear,T,0.9131150814530061,0.2305582010414602,160
BAAI/bge-m3,zh,affine,T,0.9121653437614441,0.23581767082214355,160
BAAI/bge-m3,ar,additive,N,0.7329573035240173,0.980028510093689,160
BAAI/bge-m3,ar,linear,N,0.4643328486816497,1.6077107397367965,160
BAAI/bge-m3,ar,affine,N,0.31597191095352173,2.3775830268859863,160
BAAI/bge-m3,ar,additive,Q,0.7821540236473083,0.763641357421875,160
BAAI/bge-m3,ar,linear,Q,0.5292114731719408,1.4523699131510628,160
BAAI/bge-m3,ar,affine,Q,0.5004056096076965,1.6179115772247314,160
BAAI/bge-m3,ar,additive,M,0.9402869939804077,0.19397222995758057,160
BAAI/bge-m3,ar,linear,M,0.7077406389773802,0.8106484659595286,160
BAAI/bge-m3,ar,affine,M,0.5921667814254761,1.1699693202972412,160
BAAI/bge-m3,ar,additive,T,0.8160204887390137,0.6108875870704651,160
BAAI/bge-m3,ar,linear,T,0.5690696331944777,1.2365952845422177,160
BAAI/bge-m3,ar,affine,T,0.4899493157863617,1.5400004386901855,160
